,Date,Time,DewPointC,DewPointF,FeelsLikeC,FeelsLikeF,WindChillC,WindChillF,WindGustKmph,WindGustMiles,Cloud_Cover,humidity,PrecipMM,Pressure,TempC,TempF,Visibility,WeatherDesc,Wind_Dir_16_Point,Wind_Dir_Degree,WindSpeedKmph,WindSpeedMiles
164,2016-11-07,2000,7,45,13,56,13,56,6,4,0,67,0.0,1028,13,56,10,Clear,NNW,333,5,3
165,2016-11-07,2100,8,46,13,56,13,56,5,3,0,71,0.0,1028,13,55,10,Clear,NNW,332,5,3
166,2016-11-07,2200,7,45,12,54,12,54,6,4,0,70,0.0,1028,12,54,10,Clear,NNW,329,5,3
167,2016-11-07,2300,6,44,12,53,12,53,6,4,0,70,0.0,1027,12,53,10,Clear,NW,326,5,3
168,2016-11-08,0,6,42,11,51,11,51,6,4,0,70,0.0,1026,11,52,10,Clear,NW,323,5,3
169,2016-11-08,100,6,42,10,51,10,51,6,4,0,72,0.0,1026,11,51,10,Clear,NW,323,6,3
170,2016-11-08,200,6,42,10,50,10,50,7,4,0,74,0.0,1025,10,50,10,Clear,NW,323,6,4
171,2016-11-08,300,6,42,9,49,9,49,7,4,0,76,0.0,1025,10,50,10,Clear,NW,324,6,4
172,2016-11-08,400,6,42,9,48,9,48,7,5,0,78,0.0,1025,10,49,10,Clear,NW,321,6,3
173,2016-11-08,500,6,42,9,47,9,47,8,5,0,80,0.0,1024,9,49,10,Clear,NW,318,5,3
174,2016-11-08,600,6,42,8,47,8,47,8,5,0,82,0.0,1024,9,48,10,Clear,NW,316,5,3
175,2016-11-08,700,5,42,9,47,9,47,8,5,0,79,0.0,1024,10,49,10,Sunny,NW,312,5,3
176,2016-11-08,800,5,41,9,48,9,48,8,5,0,76,0.0,1023,10,50,10,Sunny,NW,308,5,3
177,2016-11-08,900,5,41,10,49,10,49,8,5,0,73,0.0,1023,11,52,10,Sunny,NW,304,5,3
178,2016-11-08,1000,5,41,12,53,12,53,7,4,0,65,0.0,1022,13,55,10,Sunny,WNW,297,5,3
179,2016-11-08,1100,5,41,14,57,14,57,6,4,0,58,0.0,1022,15,59,10,Sunny,WNW,290,4,3
180,2016-11-08,1200,5,42,16,61,16,61,5,3,0,50,0.0,1021,17,63,10,Sunny,WNW,282,4,3
181,2016-11-08,1300,6,43,17,63,17,63,5,3,0,48,0.0,1020,18,65,10,Sunny,W,263,5,3
182,2016-11-08,1400,7,44,19,66,19,66,6,4,0,45,0.0,1019,20,68,10,Sunny,WSW,244,5,3
183,2016-11-08,1500,7,45,20,68,20,68,6,4,0,43,0.0,1018,21,70,10,Sunny,SW,226,5,3
184,2016-11-08,1600,8,46,20,68,20,68,6,4,0,46,0.0,1018,21,70,10,Sunny,SW,217,6,4
185,2016-11-08,1700,9,48,20,68,20,68,7,4,0,49,0.0,1017,21,70,10,Clear,SSW,209,6,4
186,2016-11-08,1800,10,49,20,68,20,68,7,4,0,51,0.0,1017,21,69,10,Clear,SSW,201,6,4
187,2016-11-08,1900,9,49,19,66,19,66,9,5,3,54,0.0,1016,20,67,10,Clear,SSW,208,7,4
188,2016-11-08,2000,9,48,18,65,18,65,10,6,6,57,0.0,1016,18,65,10,Partly cloudy,SW,215,7,4
189,2016-11-08,2100,9,48,17,63,17,63,12,7,9,59,0.0,1015,17,63,10,Partly cloudy,SW,222,8,5
190,2016-11-08,2200,7,45,16,61,16,61,13,8,23,59,0.0,1014,16,61,10,Partly cloudy,SW,233,8,5
191,2016-11-08,2300,6,43,15,58,15,58,15,9,37,58,0.0,1014,15,59,10,Overcast,WSW,245,8,5
192,2016-11-09,0,4,40,13,56,13,56,16,10,52,57,0.0,1013,14,56,10,Overcast,WSW,257,8,5
193,2016-11-09,100,4,40,13,55,13,55,15,9,64,59,0.0,1013,13,55,10,Overcast,W,260,7,5
194,2016-11-09,200,4,40,12,53,12,53,14,9,77,60,0.0,1012,12,54,10,Cloudy,W,264,7,4
195,2016-11-09,300,4,40,11,52,11,52,13,8,90,62,0.0,1012,11,53,10,Cloudy,W,267,6,4
196,2016-11-09,400,4,40,11,52,11,52,12,8,87,63,0.0,1012,11,52,10,Cloudy,W,278,6,4
197,2016-11-09,500,5,40,11,52,11,52,12,7,84,64,0.0,1011,11,52,10,Overcast,WNW,288,6,4
198,2016-11-09,600,5,40,11,51,11,51,12,7,81,65,0.0,1011,11,52,10,Overcast,WNW,299,5,3
199,2016-11-09,700,5,41,11,52,11,52,11,7,87,66,0.0,1010,11,52,10,Overcast,WNW,303,5,3
200,2016-11-09,800,5,41,11,52,11,52,11,7,94,67,0.0,1010,11,52,10,Patchy rain possible,NW,307,5,3
201,2016-11-09,900,6,42,11,52,11,52,10,6,100,68,0.0,1010,11,52,10,Patchy rain possible,NW,311,5,3
202,2016-11-09,1000,6,43,12,53,12,53,10,6,100,69,0.1,1010,12,54,9,Patchy rain possible,NW,313,6,3
203,2016-11-09,1100,7,45,13,55,13,55,9,6,100,69,0.2,1010,13,55,8,Light drizzle,NW,316,6,4
204,2016-11-09,1200,8,46,13,56,13,56,9,6,100,69,0.3,1010,13,56,7,Light drizzle,NW,318,6,4
205,2016-11-09,1300,9,48,14,57,14,57,8,5,100,72,0.3,1010,14,57,6,Light drizzle,NW,317,5,3
206,2016-11-09,1400,10,50,15,58,15,58,6,4,100,74,0.4,1010,15,58,6,Patchy rain possible,NW,316,5,3
207,2016-11-09,1500,11,51,15,60,15,60,5,3,100,77,0.4,1009,15,59,5,Patchy rain possible,NW,316,4,3
208,2016-11-09,1600,11,51,15,59,15,59,8,5,100,77,0.4,1009,15,59,6,Patchy rain possible,NW,312,7,4
209,2016-11-09,1700,10,51,14,57,14,57,12,7,100,78,0.5,1009,14,58,8,Light rain,NW,309,9,6
210,2016-11-09,1800,10,50,14,56,14,56,15,9,100,78,0.5,1010,14,57,10,Light rain,NW,306,12,7
211,2016-11-09,1900,9,49,12,54,12,54,21,13,100,78,0.6,1010,13,56,9,Light rain,NW,320,16,10
212,2016-11-09,2000,9,47,11,51,11,51,28,17,100,77,0.8,1011,12,54,8,Light drizzle,NNW,334,21,13
213,2016-11-09,2100,8,46,9,48,9,48,34,21,100,77,0.9,1012,12,53,7,Light drizzle,NNW,348,26,16
